AirlineID,IataCode,IcaoCode,Name,Active
2,,GNL,135 Airways,0
3,1T,RNX,1Time Airline,1
4,,WYT,2 Sqn No 1 Elementary Flying Training School,0
5,,TFU,213 Flight Unit,0
6,,CHD,223 Flight Unit State Airline,0
7,,TTF,224th Flight Unit,0
8,,TWF,247 Jet Ltd,0
9,,SEC,3D Aviation,0
10,Q5,MLA,40-Mile Air,1
11,,QRT,4D Air,0
12,,THD,611897 Alberta Limited,0
13,AN,AAA,Ansett Australia,1
14,1B,,Abacus International,1
15,W9,AAB,Abelag Aviation,0
16,,AAC,Army Air Corps,0
17,,AAD,Aero Aviation Centre Ltd.,0
18,,SII,Aero Servicios Ejecutivos Internacionales,0
19,,BZS,Aero Biniza,0
20,,ABM,Aero Albatros,0
21,ZI,AAF,Aigle Azur,1
22,AQ,AAH,Aloha Airlines,1
23,,AAK,Alaska Island Air,0
24,AA,AAL,American Airlines,1
25,,AAM,Aviation Management Corporation,0
26,,AAO,Atlantis Airlines (USA),0
27,,AAP,Aerovista Airlines,0
28,OZ,AAR,Asiana Airlines,1
29,4K,AAS,Askari Aviation,1
30,,AAU,Australia Asia Airlines,0
31,,AAV,Astro Air International,0
32,8U,AAW,Afriqiyah Airways,1
33,Q9,AFU,Afrinat International Airlines,0
34,,AAX,Afric'air Express,0
35,G4,AAY,Allegiant Air,1
36,,AAZ,Angus Aviation,0
37,,ABA,Artem-Avia,0
38,,ABB,African Business and Transportations,0
39,K5,ABE,Aban Air,0
40,,ABF,Aerial Oy,0
41,,ABG,Abakan-Avia,0
42,M3,TUS,ABSA - Aerolinhas Brasileiras,1
43,,ABJ,Abaet,0
44,,ABK,Alberta Citylink,0
45,,ABO,APSA Colombia,0
46,,ABU,Aerovias Bueno,0
47,,ACR,Aerocenter,0
49,GB,ABX,Airborne Express,0
50,GB,ABX,ABX Air,0
51,,ABZ,ATA Brasil,0
52,,ACC,Avcard Services,0
53,,ACD,Academy Airlines,0
54,,ACO,Aero Comondu,0
55,8V,ACP,Astral Aviation,1
56,,ACS,Air Cess,0
57,,AAI,Air Aurora,0
58,,ACU,Air Cargo Transportation System,0
59,,ACV,Air Charter Service,0
60,E4,RSO,Aero Asia International,0
61,,ACX,Air Charters,0
62,YT,TGA,Air Togo,0
63,,RSM,Air Somalia,0
64,,ACY,Atlas Cargo Lines,0
65,,ADA,Airservices Australia,0
66,4G,,Advance Leasing Company,0
67,7A,,Aztec Worldwide Airlines,0
68,8T,,Air Tindi,1
69,,ADB,Antonov Airlines,0
70,,ADC,Air Atlantic Dominicana,0
71,,ADD,Advanced Air Co.,0
72,ZY,ADE,Ada Air,1
73,,ADG,Aerea Flying Training Organization,0
74,,ADI,Audeli Air,0
75,,ADJ,Abicar,0
76,Z7,ADK,ADC Airlines,0
77,,ADL,Aero Dynamics,0
78,,ADM,Aerolineas Dominicanas,0
79,,ADN,Aerodienst GmbH,0
80,,ADP,Aerodiplomatic,0
81,,ADY,Aerodyne,0
82,,ADQ,Avion Taxi,0
83,JP,ADR,Adria Airways,1
84,,ADS,Aviones de Sonora,0
85,,ADT,Air Dorval,0
86,,ADU,Airdeal Oy,0
87,,ADV,Advance Air Charters,0
88,,ADW,Air Andaman,0
89,,ADX,Anderson Aviation,0
90,UX,AEA,Air Europa,1
91,,ASW,Air Southwest Ltd.,0
92,,ASX,Air Special,0
93,EM,AEB,Aero Benin,1
94,,AEC,Aerocesar,0
95,,AED,Aerotrans Airlines,0
96,A3,AEE,Aegean Airlines,1
97,,AEG,Aerofumigaciones Sam,0
98,,AEI,Aeroexpreso Interamericano,0
99,,AEJ,Air Express,0
100,,AEK,Aerocon,0
101,,AEM,Aero Madrid,0
102,,AEN,Aeroenlaces Nacionales,0
103,,AEO,Aeroservicios Ejecutivos Del Occidente,0
104,,AEP,Aerotec,0
105,KI,AAG,Air Atlantique,0
106,PE,AEL,Air Europe,1
107,,AAJ,Air Alma,0
108,,AEQ,Air Express,0
109,KO,AER,Alaska Central Express,1
110,,AES,ACES Colombia,1
111,,AET,Aeronautical Radio of Thailand,0
112,5W,AEU,Astraeus,1
113,,AEV,Aeroventas,0
114,VV,AEW,Aerosvit Airlines,1
115,,AEX,Airway Express,0
116,I9,AEY,Air Italy,1
117,,AEZ,Aerial Transit Company,0
118,,AFA,Alfa Air,0
119,WK,AFB,American Falcon,0
120,QQ,UTY,Alliance Airlines,1
121,,UVS,Air Universal,0
122,,UVT,Auvia Air,0
123,,AFC,African West Air,0
124,,AFE,Airfast Indonesia,0
125,FG,AFG,Ariana Afghan Airlines,1
126,,AFH,Air Fecteau,0
127,,AFI,Africaone,0
128,,AFJ,Alliance,0
129,,AFK,Africa Air Links,0
130,SU,AFL,Aeroflot Russian Airlines,1
131,,AFO,Aero Empresa Mexicana,0
132,JA,BON,Air Bosna,1
133,,BRF,Air Bravo,0
134,,BRL,Air Brasd'or,0
135,,BRM,Air 500,0
136,,AFQ,Alba Servizi Aerotrasporti,0
137,AF,AFR,Air France,1
138,,ACG,Air Partner,0
139,SB,ACI,Air Caledonie International,1
140,,ACM,Air Caledonia,0
141,,AGM,Air Guam,0
142,GN,AGN,Air Gabon,0
143,,AFS,Air Data,0
144,,AFV,Air Afrique Vacancies,0
145,,MVM,Air Cargo America,0
146,2O,,Air Salone,1
147,,NGO,Air-Angol,0
148,,NGP,Air Nigeria,0
149,2Q,SNC,Air Cargo Carriers,1
150,,SND,Air Samarkand,0
151,V7,SNG,Air Senegal International,0
152,,SNY,Air Sandy,0
153,SW,NMB,Air Namibia,1
154,,NSK,Air Intersalonika,0
155,,NTL,Air Anatolia,0
156,,SGA,Air Saigon,0
157,,AFW,Afrique Regional Airways,0
158,,AFX,Airfreight Express,0
159,,AFY,Africa Chartered Services,0
160,,AFZ,Africa Freight Services,0
161,,AGA,Aeronaves Del Centro,0
162,G8,AGB,Air Service Gabon,0
163,,AGC,Arab Agricultural Aviation Company,0
164,,AGF,Atlantic Gulf Airlines,0
165,5D,SLI,Aerolitoral,1
166,,AGG,Algoma Airways,0
167,,AGH,Altagna,0
168,,AGO,Angola Air Charter,0
169,,AGO,Angola Air Charter,0
170,,AGP,AERFI Group,0
171,,AGQ,Aerogala,0
172,1A,AGT,Amadeus Global Travel Distribution,0
173,,AGU,Angara Airlines,0
174,7T,AGV,Air Glaciers,1
175,,AGW,Aero Gambia,0
176,,AGX,Aviogenex,1
177,,BLR,Atlantic Coast Airlines,0
178,,BLZ,Aero Barloz,0
179,PL,PLI,Aeroper,1
180,8A,BMM,Atlas Blue,1
181,,BNB,Aero Banobras,0
182,,AGY,Aero Flight Service,0
183,,AGZ,Agrolet-Mci,0
184,GD,AHA,Air Alpha Greenland,0
185,,AHC,Azal Avia Cargo,0
186,,AHE,Airport Helicopter Basel,0
187,,CJE,Aeroservices Corporate,0
188,,AHF,Aspen Helicopters,0
189,,AHG,Aerochago Airlines,0
190,,AHH,Airplanes Holdings,0
191,LD,AHK,Air Hong Kong,0
192,,AHP,Aerochiapas,0
193,,AHR,Air Adriatic,0
194,,AHS,Air Viggi San Raffaele,0
195,,AHU,ABC Air Hungary,0
196,HT,AHW,Aeromist-Kharkiv,0
197,J2,AHY,Azerbaijan Airlines,1
198,U3,AIA,Avies,1
199,AP,AIB,Airbus Industrie,0
200,,AIH,Alpine Air Chile,0
201,,AII,Air Integra,0
202,,AIJ,ABC Aerolineas,0
203,,AIK,African Airlines International Limited,0
204,,AIN,African International Airways,0
205,5A,AIP,Alpine Air Express,0
206,,AIU,Alicante Internacional Airlines,0
207,,ABP,Aba Air,0
208,ED,ABQ,Airblue,1
209,,THM,Airmark Aviation,0
210,,AIR,Airlift International,1
211,,AIT,Airest,0
212,,BFF,Air Baffin,0
213,,BDM,Air Bandama,0
214,AB,BER,Air Berlin,1
215,,ABT,Air Brousse,0
216,AG,ABR,Air Contractors,0
217,,AIL,Air Illinois,0
218,AI,AIC,Air India Limited,1
219,,AIG,Air Inter Gabon,0
220,ZB,BUB,Air Bourbon,1
221,CC,ABD,Air Atlanta Icelandic,1
222,,AIE,Air Inuit,0
223,,AIS,Air Sureste,0
224,RB,SBK,Air Srpska,0
225,TN,THT,Air Tahiti Nui,1
226,,AIV,Airvias S/A Linhas Aereas,0
227,W4,BES,Aero Services Executive,0
228,,AIW,Atlantic Island Airways,0
229,,AIX,Aircruising Australia,0
230,,AIY,Aircrew Check and Training Australia,0
231,IZ,AIZ,Arkia Israel Airlines,1
232,,AJA,A J Services,0
233,,AJB,Aero JBR,0
234,,AJE,Aero Jet Express,0
235,,AJF,Avia Consult Flugbetriebs,0
236,,AJI,Ameristar Jet Charter,0
237,,AJJ,A2 Jet Leasing,0
238,,AJK,Allied Air,0
239,JM,AJM,Air Jamaica,1
240,AP,ADH,Air One,1
241,S2,RSH,Air Sahara,1
242,KM,AMC,Air Malta,1
243,,AJO,Aeroejecutivo,0
244,,AJP,Aero Jets Corporativos,0
245,,AJS,Aeroejecutivos Colombia,0
246,M6,AJT,Amerijet International,0
247,,AJU,Air Jetsul,0
248,,AJV,ANA & JP Express,0
249,,AJW,Alpha Jet International,0
250,NQ,AJX,Air Japan,1
251,,AJY,Ajet,0
252,,AKA,Air Korea Co. Ltd.,1
253,,LIV,Air Livonia,0
254,,ABL,Air BC,0
255,,ABN,Air Fret Senegal,0
256,,LJA,Air Jamahiriya Company,0
257,,AKB,Aktjubavia,0
258,,AKC,Arca Aerovias Colombianas Ltda.,0
259,,AKF,Anikay Air Company,0
260,,AKH,Akhal,0
261,,MNI,Aeromilenio,0
262,,AKK,Aklak Air,0
263,4A,AKL,Air Kiribati,1
264,,AKN,Alkan Air,0
265,,AKW,Angkor Airways,0
266,EH,AKX,Air Nippon Network Co. Ltd.,0
267,,AKZ,AK Navigator LLC,0
268,,ALB,Aero Albatros,0
269,,ALD,Albion Aviation,0
270,,ALE,Aeroalas Colombia,0
271,,ALF,Allied Command Europe (Mobile Force),0
272,,BTS,Aerotaxis Albatros,0
273,,FYS,American Flyers,0
274,,DFA,Aero Coach Aviation,0
275,,CAA,Atlantic Southeast Airlines,0
276,,BVR,ACM Air Charter,0
277,,ALG,Air Logistics,0
278,,ALL,Aerovallarta,0
279,,ALM,Air ALM,0
280,,ALN,Air Lincoln,0
281,HP,AWE,America West Airlines,1
282,ZW,AWI,Air Wisconsin,1
283,,TNO,Aerotransporte de Carga Union,0
284,,TND,Aero Taxis Cessna,0
285,,TMP,Arizona Express Airlines,0
286,U9,TAK,Tatarstan Airlines,1
287,,ALO,Allegheny Commuter Airlines,1
288,,ALP,Alpliner AG,0
289,,ALQ,Altair Aviation (1986),0
290,,ALU,Air Luxor STP,0
291,,ALV,Alas de Venezuela,0
292,,ALW,Alas Nacionales,0
293,,ALY,Alyeska Air Service,0
294,,ALZ,Alta Flights (Charters) Ltd.,0
295,,RSI,Air Sunshine,1
296,,AMA,ATMA,0
297,,AMD,Aerolineas Medellin,0
298,,AMF,Ameriflight,0
299,VD,,Air Libert,1
300,TT,KLA,Air Lithuania,0
301,,AMG,Air Minas Linhas A,0
302,,AMH,Alan Mann Helicopters Ltd.,0
303,,AMI,Air Maldives,0
304,,AMJ,Aviation Amos,0
305,,AMK,Amerer Air,0
306,QM,AML,Air Malawi,1
307,,AMM,Aeroputul International Marculesti,0
308,,AMN,Air Montenegro,0
309,,AMO,Air Montreal (Air Holdings Inc.),0
310,,AMP,Aero Transporte S.A. (ATSA),0
311,,AMQ,Aeromedicare Ltd.,0
312,BM,,Air Sicilia,1
313,,AMR,Air Specialties Corporation,0
314,,AMS,Air Muskoka,0
315,,AMT,ATA Airlines,1
316,NX,AMU,Air Macau,1
317,,AMV,AMC Airlines,1
318,ZV,AMW,Air Midwest,0
319,HM,SEY,Air Seychelles,1
320,,SFB,Air Sofia,0
321,AM,AMX,AeroMéxico,1
322,,AMY,Air Ambar,0
323,,AMZ,Amiya Airline,0
324,NH,ANA,All Nippon Airways,1
325,,ANB,Air Navigation And Trading Co. Ltd.,0
326,,ANC,Anglo Cargo,0
327,YW,ANE,Air Nostrum,1
328,PX,ANG,Air Niugini,1
329,G9,ABY,Air Arabia,1
330,AC,ACA,Air Canada,1
331,,BRP,Airport Bratsk,0
332,,BSB,Air Wings,0
333,BT,BTI,Air Baltic,1
334,,ANH,Alajnihah for Air Transport,0
335,,ANI,Air Atlantic (Nig) Limited,0
336,EL,ANK,Air Nippon,1
337,,ANM,Antares Airtransport,0
338,TL,ANO,Airnorth,1
339,,ANQ,Aerol,0
340,,ANS,Andes Lineas Aereas,0
341,4N,ANT,Air North Charter - Canada,1
342,,ANV,Air Nevada,0
343,IW,AOM,AOM French Airlines,0
344,,ANW,Aviacion Del Noroeste,0
345,NZ,ANZ,Air New Zealand,1
346,,SAP,Avia Jaynar,0
347,,EMS,Aero Servicios Empresariales,0
348,,AOA,Alcon Servicios Aereos,0
349,J6,AOC,AVCOM,0
350,,AOD,Aero Vodochody,0
351,,AOE,Air One Executive,0
352,,AOF,Atair Pty Ltd.,0
353,2D,AOG,Aero VIP,0
354,,MUN,Aeromundo Ejecutivo,0
355,,MUR,Aerolinea Muri,0
356,,AOI,Astoria,0
357,,NRO,Aero Rent JSC,0
358,,NRP,Aeronord-Grup,0
359,,AOK,Aeroatlantico Colombia,0
360,,AOL,Angkor Airlines,0
361,,AON,Aero Entreprise,0
362,,AOO,As,0
363,,AOP,Aeropiloto,0
364,,VIV,Aeroenlaces Nacionales,0
365,,VIZ,Aerovis Airlines,0
366,,VJE,Avjet International (FZE),0
367,,VGF,Aerovista Gulf Express,0
368,6V,VGA,Air Vegas,0
369,,VER,Almaver,0
370,,AOR,Afro International Ent. Limited,0
371,XM,SMX,Alitalia Express,1
372,OE,AOT,Asia Overnight Express,0
373,,AOU,Air Tractor,0
374,,AOV,Aero Vision,0
375,,AOX,Aerotaxi Del Valle,0
376,,APA,Air Park Aviation Ltd.,0
377,,APC,Airpac Airlines,0
378,,SVM,Aeroservicios Monterrey,0
379,,APF,Amapola Flyg AB,0
380,,APG,Air People International,0
381,,APH,Alpha Aviation,0
382,,API,ASA Pesada,0
383,,APJ,Air Print,0
384,,BJK,Atlantic Airlines,0
385,,PET,Aerotransporte Petrolero,0
386,GV,ARF,Aero Flight,1
387,,BJT,ACM Aviation,0
388,,BKL,Aircompany Barcol,0
389,,BLA,All Charter Limited,0
390,,APL,Appalachian Flying Service,0
391,,APM,Airpac,0
392,,APO,Aeropro,0
393,,APP,Aerolineas Pacifico Atlantico,0
394,,APQ,Aspen Aviation,0
395,,APU,Aeropuma,0
396,,APV,Air Plan International,0
397,JW,APW,Arrow Air,1
398,,APX,Apex Air Cargo,0
399,,APY,APA Internacional,0
400,,AQA,Aeroatlas,0
401,,AQL,Aquila Air Ltd.,0
402,,AQN,Air Queensland,0
403,,AQO,Aluminum Company Of America,0
404,,AQT,Aviones de Renta de Quintana Roo,0
405,,AQU,AirQuarius Aviation,0
406,,AQZ,Aerodyne Charter Company,0
407,W3,ARA,Arik Air,0
408,,ARB,Avia Air N.V.,0
409,,ARC,Air Routing International Corp.,0
410,2B,ARD,Aerocondor,1
411,4C,ARE,Aires,1
412,AR,ARG,Aerolineas Argentinas,1
413,,ARH,Arrowhead Airways,0
414,,ARI,Aero Vics,0
415,,ARJ,Aerojet de Costa Rica,0
416,,SUN,Antillana De Navegacion Aerea,0
417,,SUO,Aeroservicios De San Luis,0
418,,SUP,Aerosuper,0
419,,ARK,Aero Link Air Services S.L.,0
420,,ARL,Airlec - Air Aquitaine Transport,0
421,,ARM,Aeromarket Express,0
422,,ARO,Arrow Aviation Ltd.,0
423,,ARP,RPA-Aviataxi Ltd.,0
424,,KLD,Air Klaipeda,0
425,,ARQ,Armstrong Air,0
426,QN,ARR,Air Armenia,0
427,,ARS,Aeromet Servicios,0
428,,ART,Aerotal Aerolineas Territoriales de Colombia Ltda,0
429,,ARV,Aravco Ltd.,0
430,,ARW,Aria,0
431,,ARX,Air Xpress,0
432,,OST,Airline Alania,0
433,,HTT,Air Tchad,0
434,,HUC,Aerloineas de Techuacan,0
435,,HUT,Aerotransportes Huitzilin,0
436,,HUY,Aero Transportes Del Humaya,0
437,,ARY,Argosy Airways,0
438,,ARZ,Air Resorts,0
439,AS,ASA,Alaska Airlines,1
440,,ASB,Air-Spray 1967 Ltd.,0
441,,ASC,Air Star Corporation,0
442,4D,ASD,Air Sinai,1
443,PL,ASE,Airstars,0
444,,ASF,Air Schefferville,0
445,,ASG,African Star Airways (PTY) Ltd.,0
446,,ASI,Aerosun International,0
447,,ASJ,Air Satellite,0
448,,ASM,Awesome Flight Services (PTY) Ltd.,0
449,,ASN,Air and Sea Transport,0
450,,ASO,Aero Slovakia,0
451,,ASP,Airsprint,0
452,EV,ASQ,Atlantic Southeast Airlines,1
453,,ASR,All Star Airlines,0
454,,ASS,Air Class,0
455,,AST,Aerlineas Del Oeste,0
456,,NRE,Aviones Are,0
457,,NPL,Air Nepal International,0
458,,NPR,Air Napier,0
459,,WAM,Air Taxi & Cargo,0
460,,WAP,Arrow Panama,0
461,,ASV,Astravia-Bissau Air Transports Ltd.,0
462,OB,ASZ,Astrakhan Airlines,1
463,,ATA,Air Transport Association,0
464,,ATB,Atlantair Ltd.,0
465,TC,ATC,Air Tanzania,1
466,,ATD,Aerotours Dominicana,0
467,,ATE,Atlantis Transportation Services,0
468,,ATG,Aerotrans Airline,0
469,,XAC,Air Charter World,0
470,2J,VBW,Air Burkina,1
471,,ATH,Air Travel Corp.,0
472,HC,ATI,Aero-Tropics Air Services,0
473,,ATJ,Air Traffic GmbH,0
474,,ATK,AeroTACA,0
475,,ATL,Aerocentral,0
476,FO,ATM,Airlines Of Tasmania,1
477,PJ,SPM,Air Saint Pierre,1
478,8C,ATN,Air Transport International,0
479,,ATP,ASTRAL Colombia - Aerotransportes Especiales Ltda.,0
480,,ATQ,Air Transport Schiphol,0
481,,FEO,Aeroferinco,0
482,,FES,Aero Taxis Y Servicios Alfe,0
483,,FFA,Avialesookhrana,0
484,,FFB,Africair Service,0
485,,ATR,Atlas Airlines,0
486,,ATS,Air Transport Service,0
487,,ATT,Aer Turas,0
488,,ATU,Atlant Aerobatics Ltd.,0
489,,ATV,Avanti Air,0
490,,ATW,Aero Trades (Western) Ltd.,0
491,OS,AUA,Austrian Airlines,1
492,,WOW,Air Southwest,1
493,IQ,AUB,Augsburg Airways,1
494,,CPV,Air Corporate,0
495,,TUP,Aviastar-Tu,0
496,RU,ABW,AirBridge Cargo,0
497,,TUR,ATUR,1
498,,TXU,ATESA Aerotaxis Ecuatorianos,0
499,,TXX,Austin Express,0
500,,AUD,Audi Air,0
501,,AUF,Augusta Air Luftfahrtunternehmen,0
502,MO,AUH,Abu Dhabi Amiri Flight,1
503,5N,AUL,Aeroflot-Nord,1
504,,AUM,Air Atlantic Uruguay,0
505,,AUN,Aviones Unidos,0
506,,AUP,Avia Business Group,0
507,,SVE,Aero Servicios Expecializados,0
508,GR,AUR,Aurigny Air Services,1
509,NO,AUS,Aus-Air,0
510,AU,AUT,Austral Lineas Aereas,1
511,,AUU,Aurora Aviation,0
512,,AUX,Air Uganda International Ltd.,0
513,,AUY,Aerolineas Uruguayas,0
514,AO,AUZ,Australian Airlines,0
515,AV,AVA,Avianca - Aerovias Nacionales de Colombia,1
516,,AVB,Aviation Beaufort,0
517,,AVD,Alamo Aviacion,0
518,,AVF,Aviair Aviation Ltd.,0
519,,AVG,Air Falcon,0
520,,AVH,AV8 Helicopters,0
521,,AVJ,Avia Traffic Company,0
522,,AVK,AV8 Helicopters,0
523,,AVM,Aviacion Ejecutiva Mexicana,0
524,NF,AVN,Air Vanuatu,1
525,,AVO,Aviation at Work,0
526,,AVP,Avcorp Registrations,0
527,,LFP,Alfa Aerospace,0
528,,LFR,Atlantic Airfreight Aviation,0
529,,LFT,Aerolift Company,0
530,,AVQ,Aviation Services,0
531,,AVR,Active Aero Charter,0
532,,AVS,Avialsa T-35,0
533,,AVT,Asia Avia Airlines,0
534,,AVU,Avia Sud A,0
535,,AVV,Airvantage Incorporated,0
536,,AVW,Aviator Airways,0
537,,AVX,Aviapaslauga,0
538,,XXX,ASL,0
539,,YRG,Air Yugoslavia,0
540,K8,ZAK,Airlink Zambia,0
541,,ZZM,Agence Nationale des Aerodromes et de la Meteorologie,0
542,,BGA,Airbus Transport International,0
543,B9,BGD,Air Bangladesh,1
544,,BGF,Aviodetachment-28,0
545,,BGG,Aero BG,0
546,,BHC,Aerotaxis De La Bahia,0
547,DR,BIE,Air Mediterranee,1
548,,BIV,Aviaservice,0
549,,SZA,Aerolineas De El Salvador,0
550,,SZL,Swaziland Airlink,0
551,,TAH,Air Moorea,1
552,,AVY,Aerovaradero,0
553,,AVZ,Air Valencia,0
554,,AWB,Airways International,0
555,,AWK,Airwork,0
556,,AWL,Australian Wetleasing,0
557,,AWN,Air Niamey,0
558,,AWO,Awood Air Ltd.,0
559,,AWR,Arctic Wings And Rotors Ltd.,0
560,,ISM,Auo Airclub AIST-M,0
561,,AWS,Arab Wings,0
562,,AWT,Air West,0
563,7E,AWU,Aeroline GmbH,1
564,,AWV,Airwave Transport,0
565,6G,AWW,Air Wales,1
566,,AWY,Aeroway,0
567,TX,FWI,Air Caraïbes,1
568,,AWZ,AirWest,0
569,IX,AXB,Air India Express,1
570,,AXD,Air Express,0
571,HJ,AXF,Asian Express Airlines,0
572,,AXH,Aeromexhaga,0
573,,AXI,Aeron International Airlines,0
574,,AXK,African Express Airways,0
575,XT,AXL,Air Exel,1
576,AK,AXM,AirAsia,1
577,,AXN,Alexandair,0
578,,AXP,Aeromax,0
579,,AXQ,Action Airlines (Action Air Charter),0
580,,BNI,Alberni Airways,0
581,,BNZ,Aerolineas Bonanza,0
582,,BOC,Aerobona,0
583,,BOI,Aboitiz Air,0
584,,AXR,Axel Rent,0
585,,AXS,Altus Airlines,0
586,,AXV,Aviaxess,0
587,,AXX,Avioimpex A.D.p.o.,0
588,6V,AXY,Axis Airways,0
589,,AYD,Aladia Airlines,0
590,,AYK,Aykavia Aircompany,0
591,,AYM,Airman,0
592,,AYN,Atlantic Airlines,0
593,,AYS,Awsaj Aviation Services,0
594,,AYT,Ayeet Aviation & Tourism,0
595,3G,AYZ,Atlant-Soyuz Airlines,1
596,AZ,AZA,Alitalia,1
597,,AZB,Azamat,0
598,ZE,AZE,Arcus-Air Logistic,0
599,,AZF,Air Zermatt AG,0
600,,AZK,Azalhelikopter,0
601,,AZL,Africa One,0
602,,AZM,Aerocozumel,0
603,Z8,AZN,Amaszonas,1
604,,AZP,Arizona Pacific Airways,0
605,,AZS,Aviacon Zitotrans Air Company,0
606,,AZT,Azimut,0
607,,AZV,Azov Avia Airlines,0
608,UM,AZW,Air Zimbabwe,1
609,,MHC,Aero Jomacha,0
610,,MHS,Air Memphis,0
611,,MHU,Air Memphis,0
612,,MKH,Air Marrakech Service,0
613,,AZX,Air Max Africa,0
614,,AZY,Arizona Airways,0
615,,AZZ,Azza Transport,0
616,,NAR,Air Continental Inc,0
617,,NAU,Antanik-Air,0
618,,NER,Air Newark,0
619,,NFF,Aircraft Support and Services,0
620,,OBA,Aerobanana,0
621,,OBK,Amako Airlines,0
622,R7,OCA,Aserca Airlines,1
623,,NFS,Afrique CArgo Service Senegal,0
624,,NGC,Angoservice,0
625,,NGE,Angel Airlines,0
626,,NGF,Angel Flight America,0
627,,OUL,Air Atonabee,0
628,,OVA,Aero Nova,0
629,,XPE,Amira Air,0
630,,XSS,Aero Express Intercontinental,0
631,,XTJ,Advance Aviation Services,0
632,,TLR,Air Libya Tibesti,0
633,,OVC,Aerovic,0
634,,RVE,Airventure,0
635,,RVI,Aero Servicios,0
636,,RVL,Airvallee,0
637,,OVE,Aeromover,0
638,,OVI,Aerovias Ejecutivas,0
639,,PTD,Aero Servicio Pity,0
640,,PTE,Aero Copter,0
641,FV,SDM,Rossiya-Russian Airlines,1
642,,PLL,Air Pal,0
643,,PLM,Air Pullmantur,0
644,RX,AEH,Aviaexpress,0
645,,PSG,Aviones Para Servirle,0
646,,SLU,Avio Sluzba,0
647,,SCU,Air Scorpio,0
648,,SIP,Air Spirit,0
649,,BMV,Alatau Airlines,0
650,,GUG,Aviateca,0
651,,PXX,Aroostook Aviation,0
652,,PYC,Aeropycsa,0
653,,PVK,Association of Private Pilots of Kazakhstan,0
654,,BAH,The Amiri Flight,0
655,,BAS,Aero Services,0
656,,BBE,Ababeel Aviation,0
657,,BBT,Air Bashkortostan,0
658,,MCY,Ambulance Air Africa,0
659,MQ,EGF,American Eagle Airlines,1
660,,PUE,Aeropuelche,0
661,,PUT,Aeroput,0
662,,AZI,Azzurra Air,0
663,FF,,Airshop,0
664,ML,,African Transport Trading and Investment Company,0
665,,VUE,AD Aviation,1
666,,XCT,Aero Costa Taxi Aereo,0
667,,VRO,Aerovitro,0
668,,VRI,Aerotaxi Villa Rica,0
669,,VEG,Aerovega,0
670,,VVG,Aerovilla,0
671,,VLR,Aerolineas Villaverde,0
672,,WIL,Aero Air,0
673,,VEJ,Aero Ejecutivos,0
674,,WAB,Aero Industries Inc,0
675,,VNG,Aero Servicios Vanguardia,0
676,,VAD,Aero Taxi Los Valles,0
677,,VMR,Aero Vilamoura,0
678,,VLS,Aero Virel,0
679,,XAA,Aeronautical Radio Inc,0
680,,VUO,Aerovuelox,0
681,,VTM,Aeronaves TSM,0
682,VU,VUN,Air Ivoire,1
683,BP,BOT,Air Botswana,1
684,,XPR,Air-Rep,0
685,,XLL,Air Excel,0
686,,VAE,Air Evans,0
687,,WHY,Air Sorel,0
688,,WDR,Air Net Private Charter,0
689,,XEC,Air Executive Charter,0
690,GS,UPA,Air Foyle,1
691,,VTY,Air Midwest,0
692,VT,VTA,Air Tahiti,1
693,3N,URG,Air Urga,0
694,,VDR,Air Vardar,0
695,VL,VIM,Air VIA,1
696,,WLR,Air Walser,0
697,,URA,Aircompany Rosavia,0
698,,XLB,Aircraft Performance Group,0
699,,WLA,Airwaves Airlink,0
700,,XFX,Airways Corporation of New Zealand,0
701,,WAY,Airways,0
702,,WGS,Airwings oy,0
703,,XAK,Airkenya,0
704,,WPK,Air-Lift Associates,0
705,,VAB,Airtrans Ltd,0
706,,URP,ARP 410 Airlines,0
707,,WPR,Auckland Regional Rescue Helicopter Trust,0
708,,URR,Aurora Airlines,0
709,,UST,Austro Aereo,0
710,,WLT,Aviation Partners,0
711,,VLV,Avialift Vladivostok,0
712,,VME,Aviacion Comercial de America,0
713,,VVA,Aviast Air,0
714,,WLV,Aviation North,0
715,FK,WTA,Africa West,1
716,,VNT,Avient Air Zambia,0
717,,VZR,Aviazur,0
718,,VID,Aviaprad,0
719,G2,VXG,Avirex,0
720,,VXX,Aviaexpress Aircompany,0
721,,XAM,AMR Services Corporation,0
722,,XAO,Airline Operations Services,0
723,,VAZ,Airlines 400,0
724,V8,VAS,ATRAN Cargo Airlines,1
725,,VAM,Ameravia,0
726,,VAV,Angkor Air,0
727,,VBC,AVB-2004 Ltd,0
728,,XKX,ASECNA,0
729,,XAT,AT and T Aviation Division,0
730,,VAI,Avalair,0
731,,VRT,Averitt Air Charter,0
732,VE,AVE,Avensa,0
733,V5,VLI,Avolar Aerolineas,0
734,,VSA,Avstar Aviation,0
735,,VSC,AVESCA,0
736,,XAV,Aviaprom Enterprises,0
737,,VTT,Avia Trans Air Transport,0
738,,VSR,Aviostart AS,0
739,,VTG,Aviacao Transportes Aereos e Cargas,0
740,,XJA,Assistance Aeroportuaire de L'Aeroport de Paris,0
741,,XFS,American Flight Service Systems,0
742,,XXV,AASANA,0
743,,XME,Australian air Express,0
744,,XMG,AMS Group,0
745,,CAJ,Air Caraibes Atlantique,0
746,,CAO,Air China Cargo,0
747,,CBE,Aerovias Caribe,0
